编号,名字,性别,字号,年龄,正史,籍贯,父亲,母亲,兄弟,配偶,孩子,官职,主效,效力,总年数,年代列表,总章节,章节列表,历史,小说,头像,链接,效力数,配偶数
2169,董恢,男,休绪,？-？,史实人物,荆州南郡襄阳(湖北襄阳市南),未知,未知,未知,未知,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,任宣信中郎，随费祎使吴。孙权尝大醉问祎：若没有了诸葛亮，应当怎样提防杨仪、魏延董恢帮助祎回答很圆满，诸葛亮闻之，以为知言，辟为丞相府属，迁巴郡太守。,未知,http://www.e3ol.com/biography/pic/id/240/2169.jpg,http://www.e3ol.com/biography/html/董恢/,1,0
4780,阳群,男,陽群,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,蜀,蜀,0,未知,1,第97回,诸葛亮《后出师表》中提到此人。原文：自臣（诸葛亮）到汉中，中间期年耳，然丧赵云、阳群、马玉、阎芝、丁立、白寿、刘郃、邓铜等及曲长屯将七十馀人。由于后出师表是否为诸葛亮所写存在争议，故文中所提人名是否真实，也有待考证。,诸葛亮《后出师表》中提到此人。,http://www.e3ol.com/biography/pic/id/240/4780.jpg,http://www.e3ol.com/biography/html/阳群/,1,0
2042,淳于俊,男,淳于俊,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,尤善《易经》，为《易》博士。,未知,http://www.e3ol.com/biography/pic/id/240/2042.jpg,http://www.e3ol.com/biography/html/淳于俊/,1,0
5666,夏恽,男,夏惲,？-189,史实人物,暂无相关记载,未知,未知,未知,未知,未知,中常侍,东汉,东汉,6,公元184年|公元185年|公元187年|公元189年,6,第1回|第2回|第3回|第6回|第22回|第115回,东汉宦官。汉灵帝中平初为中常侍，宗亲依势横行于州郡。时中常侍吕强清忠奉公，为平息人民对朝廷不满情绪，建议汉灵帝先诛左右贪浊者、大赦党人。夏恽以吕强主张危及自身利益，遂与同僚赵忠等诬陷吕强与党人联合，诽谤朝廷。汉灵帝不察，致使吕强自杀，宗亲财产没入官府。,演义所载十常侍之一。,http://www.e3ol.com/biography/pic/id/240/5666.jpg,http://www.e3ol.com/biography/html/夏恽/,1,0
3578,庞山民,男,龐山民,？-？,史实人物,荆州南郡襄阳(湖北襄阳市南),庞德公,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,庞德公之子。有名声。娶诸葛亮姐为妻。任黄门吏部郎，早卒。,未知,http://www.e3ol.com/biography/pic/id/240/3578.jpg,http://www.e3ol.com/biography/html/庞山民/,1,0
108,许靖,男,文休,150-222(73岁),史实人物,豫州汝南郡平舆(河南驻马店市平舆县北三十公里),未知,未知,许劭（从弟）,未知,许钦,司徒,蜀,东汉|刘焉|蜀,3,公元214年|公元219年|公元221年,5,第65回|第67回|第73回|第77回|第80回,汉灵帝时，察孝廉，除尚书郎，典选举。董卓秉政，迁巴郡太守，不就，补御史中丞。后出豫州刺史孔伷、扬州刺史陈祎等。拒入许之邀，受招而入蜀，刘璋以为巴郡、广汉太守，后又为蜀郡太守。刘备克蜀，任左将军长史。刘备为汉中王，擢任太傅。章武元年（221），任司徒，次年卒。,先后为刘璋、刘备效力，为官清淡，识人善用，年迈时位及人臣，是蜀汉的开国元勋。,http://www.e3ol.com/biography/pic/id/240/108.jpg,http://www.e3ol.com/biography/html/许靖/,3,0
267,公孙范,男,公孫範,？-？,史实人物,幽州辽西郡令支(河北唐山市迁安西五公里),未知,未知,未知,未知,未知,渤海太守,东汉,东汉,0,未知,0,未知,公孙瓒的从弟。公孙瓒最初起兵攻打袁绍之时，袁绍畏惧公孙瓒的势力，将自已的勃海太守印绶给予公孙范，意图和解，结果公孙范反而起渤海之兵帮助公孙瓒，于是公孙瓒的部队更加强盛，破青州、徐州黄巾军。后为袁绍所败。 ,未知,http://www.e3ol.com/biography/pic/id/240/267.jpg,http://www.e3ol.com/biography/html/公孙范/,1,0
2948,孔信,男,孔信,？-？,史实人物,凉州汉阳郡(甘肃天水市西北),未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,曾与杨阜等一起讨伐马超。,未知,http://www.e3ol.com/biography/pic/id/240/2948.jpg,http://www.e3ol.com/biography/html/孔信/,1,0
6101,赵颜父,男,趙顏父,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,在野,在野,0,未知,1,第69回,虚构人物，出自三国演义。,管辂出郊闲行，见一少年耕于田中，预测此少年即赵颜三日内必死。赵颜回家，告知其父。其父亲请求管辂救救赵颜。管辂告之可以延寿的办法，赵颜按照管辂所说的去做，果然如愿。,http://www.e3ol.com/biography/pic/id/240/6101.jpg,http://www.e3ol.com/biography/html/赵颜父/,1,0
908,费曜,男,費曜,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,后将军,魏,魏,1,公元228年,1,第97回,与张既、夏侯儒平定张进在酒泉的叛乱。228年，在陈仓成功的防御住了诸葛亮。231随司马懿伐蜀，与张郃、郭淮、戴陵搭档，战败。,演义中作费耀，魏国曹真手下中护军大将。诸葛亮二次北伐与曹真作战，姜维献计诈降欲擒曹真。费曜怀疑姜维作內应是假，自告奋勇替曹真出征，结果被事先埋伏的姜维包围，自尽而死。,http://www.e3ol.com/biography/pic/id/240/908.jpg,http://www.e3ol.com/biography/html/费曜/,1,0
3980,孙徽,男,孫徽,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,曾任谷熟县主。谷熟县长吕岐任朱渊为师友祭酒，爰津为决疑祭酒，二人皆不受，吕岐遂杖杀二人。孙徽认为吕岐滥杀无辜，应该遭劾，但此议被袁涣否决。,未知,http://www.e3ol.com/biography/pic/id/240/3980.jpg,http://www.e3ol.com/biography/html/孙徽/,1,0
4447,武韶,男,叔夏,？-？,史实人物,豫州沛国竹邑(安徽宿州市北符离集),武周,未知,武陔|武茂,未知,未知,暂无相关记载,西晋,西晋,0,未知,0,未知,武周子。为人清白诚实。历任二官吏部郎，终于散骑常侍。,未知,http://www.e3ol.com/biography/pic/id/240/4447.jpg,http://www.e3ol.com/biography/html/武韶/,1,0
3635,戚寄,男,戚寄,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,初为袁术将，后归曹操。,未知,http://www.e3ol.com/biography/pic/id/240/3635.jpg,http://www.e3ol.com/biography/html/戚寄/,1,0
5966,司马睿,男,景文,276-322(47岁),史实人物,司隶河内郡温(河南焦作市温县西),司马觐,光姬,未知,未知,司马冲,晋元帝|安东将军,西晋,西晋,0,未知,0,未知,司马懿曾孙，东晋的开国皇帝，317年4月6日，司马睿承制改元，即晋王位（尚未称帝），改元建武，东晋建立，史称东晋。在位六年。十五岁的司马睿世袭琅邪王位。八王之乱后期依附于东海王司马越，越以其为平东将军、监徐州诸军事，留守下邳。汉主刘渊举兵、建立汉国后，中原局势恶化，司马睿用王导之谋，请移镇建邺（今江苏南京）。朝廷遂于永嘉元年 (307)命为安东将军、都督扬州诸军事，九月南下。他在王导、王敦辅助下，优礼当地士族，压平叛乱，惨淡经营，始得在江南立足。,未知,http://www.e3ol.com/biography/pic/id/240/5966.jpg,http://www.e3ol.com/biography/html/司马睿/,1,0
4999,袁逢,男,周阳,？-？,史实人物,豫州汝南郡汝阳(河南周口市商水县西南十公里),袁汤,未知,袁隗|袁平,未知,袁绍|袁术|袁胤,暂无相关记载,东汉,东汉,0,未知,2,第2回|第17回,袁绍父。先祖累世为三公。宽厚笃信，著称于时，灵帝时为司空，终于执金吾任上。谥曰宣文。,操曰：“今日之计，先宜正君位，然后图贼。”进曰：“谁敢与吾正君讨贼？”一人挺身出曰：“愿借精兵五千，斩关入内，册立新君，尽诛阉竖，扫清朝廷，以安天下。”进视之，乃司徒袁逢之子，袁隗之侄，名绍字本初，见为司隶校尉。,http://www.e3ol.com/biography/pic/id/240/4999.jpg,http://www.e3ol.com/biography/html/袁逢/,1,0
3935,孙安,男,孫安,？-？,史实人物,扬州吴郡富春(浙江杭州市富阳),孙贲,未知,孙绩|孙邻|孙熙[孙贲子]|孙氏[曹彰妻],未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,征虏将军孙贲之子，威远将军孙邻之弟。邻死后位列官位。,未知,http://www.e3ol.com/biography/pic/id/240/3935.jpg,http://www.e3ol.com/biography/html/孙安/,1,0
5064,詹强,男,詹彊,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,建安元年（196），强与张雅率部叛乱，强自称会稽太守。后被孙策平息。,未知,http://www.e3ol.com/biography/pic/id/240/5064.jpg,http://www.e3ol.com/biography/html/詹强/,1,0
4607,徐他,男,徐他,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,阴谋叛操而杀之，因许褚常侍左右而无机会下手，后乘许褚休假怀刀欲乱，褚忽感心跳，故还侍曹操。他等入操帐见有许褚，惊愕色变，为褚所杀。,未知,http://www.e3ol.com/biography/pic/id/240/4607.jpg,http://www.e3ol.com/biography/html/徐他/,1,0
3204,刘括,男,劉括,？-？,史实人物,司隶扶风(陕西咸阳市兴平市东南南佐村),未知,未知,未知,未知,未知,暂无相关记载,在野,在野,0,未知,0,未知,献帝建安十六年（211），避乱入汉中，买得因乱失散的刘备长子刘禅，遂养以为子，为娶妻立家。,未知,http://www.e3ol.com/biography/pic/id/240/3204.jpg,http://www.e3ol.com/biography/html/刘括/,1,0
4452,习隆,男,習隆,？-？,史实人物,荆州南郡襄阳(湖北襄阳市南),习忠,未知,未知,未知,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,为步兵校尉，掌校秘书。,未知,http://www.e3ol.com/biography/pic/id/240/4452.jpg,http://www.e3ol.com/biography/html/习隆/,1,0
3421,罗市,男,羅市,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,起义军,起义军,0,未知,0,未知,东汉末农民起义首领。黄巾起义爆发后，罗市率众响应，攻略郡县。,未知,http://www.e3ol.com/biography/pic/id/240/3421.jpg,http://www.e3ol.com/biography/html/罗市/,1,0
6114,诸葛恪妻,女,未知,？-？,史实人物,暂无相关记载,未知,未知,未知,诸葛恪,未知,暂无相关记载,吴,吴,1,公元253年,1,第108回,《搜神记》记载：诸葛恪进入殿内，已经被杀，他的妻子在房间里，问婢女说：“你身上为什么有血腥味？”婢女说：“没有啊。”过了一会，这种血腥味更加浓烈，又问婢女说：“用眼睛看看，为什么这么不寻常？”婢女突然跳起来，头撞到了栋梁上，伸出手臂咬牙切齿说：“诸葛公被孙峻杀了。”于是上下大小都知道诸葛恪死了，而官兵不一会儿就来了。,诸葛恪妻，在诸葛恪被杀时，有不详的预感。心神恍惚，动止不宁。,http://www.e3ol.com/biography/pic/id/240/6114.jpg,http://www.e3ol.com/biography/html/诸葛恪妻/,1,1
4541,谢厷,男,謝厷,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,才辩有计术，官至黄门侍郎。孙权赤乌六年（243），曾上书陈言，欲兴利改作。,未知,http://www.e3ol.com/biography/pic/id/240/4541.jpg,http://www.e3ol.com/biography/html/谢厷/,1,0
1507,董扶,男,茂安,？-？,史实人物,益州广汉郡(四川广汉市),未知,未知,未知,未知,未知,蜀郡属国都尉,东汉,东汉,0,未知,0,未知,少游太学，兼通数经，善欧阳尚书，与乡人任安齐名，俱事同郡杨厚，学图谶。还家讲授，弟子自远而至。前后宰府十辟，公车三征，再举贤良方正、博士、有道，皆称疾不就。灵帝时，大将军何进荐扶，征拜侍中，甚见器重。扶私谓太常刘焉曰：“京师将乱，益州分野有天子气。”焉信之，遂求出为益州牧，扶亦为蜀郡属国都尉，相与入蜀。去后一岁，帝崩，天下大乱，乃去官还家。年八十二卒。始扶发辞抗论，益部少双，故号曰至止，言人莫能当，所至而谈止也。,未知,http://www.e3ol.com/biography/pic/id/240/1507.jpg,http://www.e3ol.com/biography/html/董扶/,1,0
5110,张弘,男,張弘,？-？,史实人物,青州东莱郡不其(山东青岛市墨西南十公里),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,太祖到下邳，登率郡兵为军先驱。时登诸弟在下邳城中，布乃质执登三弟，欲求和同。登执意不挠，进围日急。布刺奸张弘，惧于后累，夜将登三弟出就登。布既伏诛，登以功加拜伏波将军，甚得江、淮间欢心，于是有吞灭江南之志。,未知,http://www.e3ol.com/biography/pic/id/240/5110.jpg,http://www.e3ol.com/biography/html/张弘/,1,0
2006,成弘,男,成弘,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,曹操部下何夔属吏。建安中，何夔迁长广太守，郡内豪杰多背叛。夔使弘领校尉诣郡。旬月皆平定。,未知,http://www.e3ol.com/biography/pic/id/240/2006.jpg,http://www.e3ol.com/biography/html/成弘/,1,0
4564,邢举,男,邢舉,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,建安中，任乌桓校尉。广阳人阎柔利用鲜卑人众，将其杀死，代为乌桓校尉。,未知,http://www.e3ol.com/biography/pic/id/240/4564.jpg,http://www.e3ol.com/biography/html/邢举/,1,0
5348,郑默,男,思元,213-280(68岁),史实人物,司隶河南尹开封(河南开封市西南二十五公里),郑袤,未知,郑舒|郑诩|郑质,未知,郑球|郑豫,暂无相关记载,西晋,西晋,0,未知,0,未知,郑袤长子。起家秘书郎，仕魏至司徒左长史，封关内侯。入晋为中庶子，出为东郡（今河南濮阳县南）太守，以忧国忧民受褒奖。后父丧去官，寻起为廷尉。又母丧守孝，期满，为大司农，转光禄勋。武帝太康元年（280）卒，年六十八，谥曰成。,未知,http://www.e3ol.com/biography/pic/id/240/5348.jpg,http://www.e3ol.com/biography/html/郑默/,1,0
3709,全熙,男,全熙,？-257,史实人物,扬州会稽郡钱唐(浙江杭州市西灵隐山麓),未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,全琮族子。建兴二年（253），他与孙壹、施绩攻公安督诸葛融，迫使诸葛融自杀。太平二年（257），同族全怿、全端、全祎、全仪等降魏，他以谋泄被杀。,未知,http://www.e3ol.com/biography/pic/id/240/3709.jpg,http://www.e3ol.com/biography/html/全熙/,1,0
882,张英,男,張英,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,将军,东汉,东汉,1,公元195年,1,第15回,扬州牧刘繇部将。繇遣英、樊能屯江边以拒之。以吴景、孙贲为袁术所授用，乃迫逐使去。于是术乃自置扬州刺史，与景、贲并力攻英、能等，岁余不下。汉命加繇为牧，振武将军，众数万人，孙策东渡，破英、能等。,孙策东渡，英领一军屯于牛渚，两军相对，英与策将黄盖战，后为蒋钦、周泰于后军放火，军大乱，英弃了牛渚，望深山而逃。英败回见繇，繇怒欲斩之。谋士笮融、薛礼劝免，使屯兵零陵城拒敌。后策破繇，还兵复攻秣陵，中冷箭，策诈死，军中举哀。礼闻策死，与英、陈横杀出城来追之。忽伏兵四起，策当先出马，英拨马回走，被武一枪刺死。,http://www.e3ol.com/biography/pic/id/240/882.jpg,http://www.e3ol.com/biography/html/张英/,1,0
984,胡济,男,伟度,？-？,史实人物,扬州庐江郡义阳(河南信阳市桐柏县东),未知,未知,胡博,未知,未知,右骠骑将军|兖州刺史|假节|成阳亭侯,蜀,蜀,4,公元227年|公元258年|公元262年|公元263年,4,第91回|第113回|第115回|第116回,初为丞相亮主簿，有忠荩之效，故见褒述。李恢诣允尝与尚书令费祎、中典军济等共期游宴，严驾已办，而郎中襄阳董恢诣允脩敬。建兴九年，李严乱军，济为行参军、昭武中郎将，与亮奏请废之。十二年，亮薨，为中典军，统诸军，封成阳亭侯。延熙十一年，镇北将军王平卒，迁中监军前将军，督汉中，假节领兖州刺史，至右骠骑将军。后改镇西大将军。十九年，姜维伐魏，与济期会上邽，济失誓不至，故维为魏大将邓艾所破。后复为右骠骑将军。景耀六年，魏伐蜀，汉中失，济退至成都。,蜀国昭武中郎将，先随诸葛亮后随姜维伐魏。姜维屯田避祸，就令胡济守汉寿城。钟会伐蜀，汉中失，济抵敌不住，逃回成都求援。 ,http://www.e3ol.com/biography/pic/id/240/984.jpg,http://www.e3ol.com/biography/html/胡济/,1,0
2385,高通,男,高通,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,宦官。得吴主孙皓宠信，赏以重爵，使领战兵。陆凯斥之为“黄门小人”。,未知,http://www.e3ol.com/biography/pic/id/240/2385.jpg,http://www.e3ol.com/biography/html/高通/,1,0
6091,姜叙母,女,姜敍母,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,姜叙,暂无相关记载,魏,魏,1,公元213年,1,第64回,马超败走历城，尽洗城中百姓，杀姜叙老母及尹奉、赵昂全家老幼。,魏国抚彝将军姜叙的母亲，马超杀死刺史韦康，她鼓励儿子要为国尽忠，抵抗马超。,http://www.e3ol.com/biography/pic/id/240/6091.jpg,http://www.e3ol.com/biography/html/姜叙母/,1,0
2956,寇娄敦,男,寇婁敦,？-？,史实人物,幽州右北平郡(河北唐山市丰润区东南),未知,未知,未知,未知,未知,暂无相关记载,少数民族,少数民族,0,未知,0,未知,三国时右北平乌丸单于。景初元年（237），魏遣幽州刺史毌丘俭讨辽东，寇娄敦率众降。并遣弟阿罗槃等诣魏都朝贡。,未知,http://www.e3ol.com/biography/pic/id/240/2956.jpg,http://www.e3ol.com/biography/html/寇娄敦/,1,0
1281,张范,男,公仪,？-212,史实人物,司隶河内郡修武(河南新乡市获嘉县),张延,未知,张承|张昭,未知,张参|张陵[魏],丞相参军祭酒|赵郡太守,魏,东汉|魏,0,未知,0,未知,丞相参军祭酒、领赵郡太守、汉司徒张歆之孙、汉太尉张延之子。太傅袁隗欲以女妻范，范辞不受。性恬静乐道，忽于荣利，徵命无所就。范避地扬州。袁术备礼招请，范称疾不往，术不强屈也。太祖平冀州，遣使迎范。范以疾留彭城，遣承诣太祖，太祖表以为谏议大夫。范子陵及弟承子戬为山东贼所得，范直诣贼请二子，贼以陵还范。范谢请以陵易之。贼义其言，悉以还范。太祖自荆州还，范得见于陈，以为议郎，参丞相军事，甚见敬重。太祖征伐，常令范及邴原留，与世子居守，世子执子孙礼。救恤穷乏，家无所余，中外孤寡皆归焉。赠遗无所逆，亦终不用，及去，皆以还之。建安十七年卒。魏国初建，承以丞相参军祭酒领赵郡太守，政化大行。太祖将西征，徵承参军事，至长安，病卒。,未知,http://www.e3ol.com/biography/pic/id/240/1281.jpg,http://www.e3ol.com/biography/html/张范/,2,0
3156,刘宠,男,祖荣,？-？,史实人物,青州东莱郡牟平(山东烟台市福山区西北二十公里),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,以明经举孝廉，除东平陵令。母疾，弃官奉养。累迁至豫章太守、会稽太守。桓帝、灵帝时，四列九卿，两为司空，再迁司徒、太尉。任内，薄衣服，弊车马，无货积。往来京师，下道而过。为政简，除烦苛，禁察非法。以老病卒。,未知,http://www.e3ol.com/biography/pic/id/240/3156.jpg,http://www.e3ol.com/biography/html/刘宠/,1,0
2390,高雅,男,高雅,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,吕布部将。在须昌为曹操部将于禁所败。,未知,http://www.e3ol.com/biography/pic/id/240/2390.jpg,http://www.e3ol.com/biography/html/高雅/,1,0
3788,审德,男,審惪,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,孙权黄武五年（227），屯皖（今安徽安庆市北），为魏征东大将军曹休所破，被杀。,未知,http://www.e3ol.com/biography/pic/id/240/3788.jpg,http://www.e3ol.com/biography/html/审德/,1,0
6133,左伯桃,男,左伯桃,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,其他,其他,0,未知,1,第26回,春秋时人，与羊角哀为友，一同到楚国去谋事，路途中干粮用尽，又降大雪，左伯桃认为学问不如羊角哀，便脱衣冻死，让羊角哀把自己的衣服穿上，把剩余的干粮带走。羊角哀到了楚国，楚平王因爱惜羊角哀的才能，以上卿的礼节安葬左伯桃。其后羊角哀梦见左伯桃说：感谢你的恩德，我才能得到厚葬。我现在因为坟冢靠近荆将军的坟冢，受到他的逼迫。本月15日，我们要大战以决胜负。当月15日那天，羊角哀带兵马来到左伯桃墓前，并制作了三个桐木偶，然后自杀，舍命去帮助左伯桃。此即羊角哀舍命全交的典故。,春秋时人，与羊角哀为友，有羊角哀舍命全交的典故。三国演义中有提及此人。,http://www.e3ol.com/biography/pic/id/240/6133.jpg,http://www.e3ol.com/biography/html/左伯桃/,1,0
1390,甘瑰,男,甘瓌,？-？,史实人物,益州巴郡临江(重庆忠县),甘宁,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,甘宁子。以罪徙会稽，无几死。  ,未知,http://www.e3ol.com/biography/pic/id/240/1390.jpg,http://www.e3ol.com/biography/html/甘瑰/,1,0
3445,马齐,男,承伯,？-？,史实人物,益州巴郡阆中(四川南充市阆中嘉陵江北岸),未知,未知,未知,未知,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,齐为太守张飞功曹。飞贡之先主，为尚书郎。建兴中，从事丞相掾，迁广汉太守，复为（飞）参军。亮卒，为尚书。齐以才干自显见；归信於州党，不如姚伷。,未知,http://www.e3ol.com/biography/pic/id/240/3445.jpg,http://www.e3ol.com/biography/html/马齐/,1,0
5344,郑弘,男,巨君,？-86,史实人物,扬州会稽郡(浙江绍兴市),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,少为乡啬夫，太守第五伦奇之，召署督邮，举孝廉。其师焦贶因事下狱，病亡于道，亲朋诸生皆逃之，弘独进京上章，为贶申冤，由是显名。以政绩累迁至尚书令，章帝建初八年（83），代郑众为大司农，在职二年。开零陵、桂阳峤道、又奏宜省贡献，减徭费，以利饥人。元和元年（84），代邓彪为大尉，在位四年，劾举权要，致获罪免官。未几，病卒。,未知,http://www.e3ol.com/biography/pic/id/240/5344.jpg,http://www.e3ol.com/biography/html/郑弘/,1,0
1310,邓方,男,孔山,？-222,史实人物,荆州南郡(湖北荆州市),未知,未知,未知,未知,未知,安远将军|庲降都督,蜀,蜀,0,未知,0,未知,安远将军、庲降都督。以荆州从事随先主入蜀。蜀既定，为犍为属国都尉，因易郡名，为朱提太守，选为安远将军、庲降都督，住南昌县。章武二年卒。,未知,http://www.e3ol.com/biography/pic/id/240/1310.jpg,http://www.e3ol.com/biography/html/邓方/,1,0
5187,张通,男,張通,？-？,史实人物,豫州汝南郡(河南驻马店市平舆县北),未知,未知,未知,未知,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,刘禅末年为殿中督。刘禅降魏，东迁洛阳，蜀之大臣无翼从者，唯通与郤正舍妻子，单身随侍。在魏封列侯。,未知,http://www.e3ol.com/biography/pic/id/240/5187.jpg,http://www.e3ol.com/biography/html/张通/,1,0
4990,袁安,男,邵公,？-？,史实人物,豫州汝南郡汝阳(河南周口市商水县西南十公里),未知,未知,未知,未知,袁敞,暂无相关记载,东汉,东汉,0,未知,0,未知,袁绍高祖。好学有威重。明帝时为楚郡太守，治办楚王案，所申理者四百余家，皆蒙全济，遂成名臣。章帝时任司徒。,未知,http://www.e3ol.com/biography/pic/id/240/4990.jpg,http://www.e3ol.com/biography/html/袁安/,1,0
5369,郑胄,男,敬先,？-？,史实人物,豫州沛国(安徽徐州市沛县),郑札,未知,未知,未知,郑丰,暂无相关记载,吴,吴,0,未知,0,未知,少知名，举贤良，累迁建安（今福建建瓯）太守、宣信校尉、执金吾、步兵校尉等官。,未知,http://www.e3ol.com/biography/pic/id/240/5369.jpg,http://www.e3ol.com/biography/html/郑胄/,1,0
1109,王门,男,王門,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,将军,袁绍,公孙瓒|袁绍,0,未知,0,未知,初从公孙瓒，瓒使田豫守东州令，门反。为袁绍将万余人来攻。众惧欲降。豫登城谓门曰：“卿为公孙所厚而去，意有所不得已也；今还作贼，乃知卿乱人耳。夫挈瓶之智，守不假器，吾既受之矣；何不急攻乎？”门惭而退。,未知,http://www.e3ol.com/biography/pic/id/240/1109.jpg,http://www.e3ol.com/biography/html/王门/,2,0
4901,尹卢,男,尹盧,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,吴大帝孙权黄武元年（222），为吴将全琮、徐盛所杀。,未知,http://www.e3ol.com/biography/pic/id/240/4901.jpg,http://www.e3ol.com/biography/html/尹卢/,1,0
3280,刘毅,男,劉毅,？-？,史实人物,暂无相关记载,刘睦,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,北海敬王刘睦子。初封平望侯，和帝永元（89-105）中，坐事夺爵。安帝元初元年（114），著上《汉德论》并《宪论》十二篇。永宁年间（120-121），受诏与刘珍等人撰《中兴以下名臣列士传》（即《东观汉记》之部分）。《后汉书》有传。,未知,http://www.e3ol.com/biography/pic/id/240/3280.jpg,http://www.e3ol.com/biography/html/刘毅/,1,0
5171,张邵,男,張邵,？-？,史实人物,司隶河内郡修武(河南新乡市获嘉县),未知,未知,未知,未知,未知,暂无相关记载,西晋,西晋,0,未知,0,未知,惠帝时为中护军，与舅杨骏同时被诛。,未知,http://www.e3ol.com/biography/pic/id/240/5171.jpg,http://www.e3ol.com/biography/html/张邵/,1,0
875,吾彦,男,士则,？-？,史实人物,扬州吴郡吴(江苏苏州市),未知,未知,未知,未知,未知,大长秋,西晋,吴|西晋,1,公元280年,1,第120回,晋大长秋。出自寒微，有文武才干。身长八尺，手格猛兽，旅力绝群。仕吴为通江吏。初为小将，给吴大司马陆抗。抗奇其勇略，将拔用之，患众情不允，乃会诸将，密使人阳狂拔刀跳跃而来，坐上诸将皆惧而走，唯彦不动，举几御之，众服其勇，乃擢用焉。稍迁建平太守。时王濬将伐吴，造船于蜀，彦觉之，请增兵为备，皓不从，彦乃辄为铁锁，横断江路。及师临境，缘江诸城皆望风降附，或见攻而拔，唯彦坚守，大众攻之不能克，乃退舍礼之。吴亡，彦始归降，武帝以为金城太守。张华于武帝前面辱东吴，彦怒斥之。转在敦煌，威恩甚著。迁雁门太守。会交州刺史陶璜卒，以彦为南中都督、交州刺史。初，陶璜之死也，九真戍兵作乱，逐其太守，九真贼帅赵祉围郡城，彦悉讨平之。在镇二十余年，威恩宣著，南州宁靖。自表求代，征为大长秋。卒于官。 ,吴建平太守。吴灭，众军皆降，惟独彦拒城不下，闻吴亡，乃降。 ,http://www.e3ol.com/biography/pic/id/240/875.jpg,http://www.e3ol.com/biography/html/吾彦/,2,0
2972,郎稚,男,郎稚,？-？,史实人物,扬州吴郡余杭(浙江杭州市余杭区),未知,未知,未知,未知,未知,暂无相关记载,起义军,起义军,0,未知,0,未知,东汉末农民起义军首领。献帝建安十六年（211），率领同宗农民数千人起义，为吴将贺齐所破。,未知,http://www.e3ol.com/biography/pic/id/240/2972.jpg,http://www.e3ol.com/biography/html/郎稚/,1,0
1432,慕容烈,男,慕容烈,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,1,公元219年,1,第71回,三国演义中的虚构人物。,文聘部将。赵云前往汉水北山援救被困的黄忠，他与赵云相遇，一合之内被杀。,http://www.e3ol.com/biography/pic/id/240/1432.jpg,http://www.e3ol.com/biography/html/慕容烈/,1,0
